smartking,Test1111,Web制作・Webデザイン,Webデザイン,発注します,住宅産業メーカーサイトのデザイン改修,"220,000",2023,10,4,2023,10,20,"基本デザインとコーディング: 8万円
レスポンシブデザイン（モバイル対応）:8万円
SEO対策: 6万円

プロジェクトの詳細:
クライアントの要望に基づいたカスタムデザイン
レスポンシブデザインによるモバイル対応
サイト内のページ数やコンテンツに応じたデザイン
イメージ写真やグラフィックの組み込み
SEO対策（検索エンジン最適化）の実施（オプション）
サイトの運用・保守（オプション）","Webプログラマーとして、ホームページ制作に関する幅広いスキルを持っております。Webデザインからコーディング、さらにSEO対策まで幅広く対応いたします。在宅ワークも柔軟に対応でき、平日では2～3時間、休日には4時間の作業が可能です。

今回のプロジェクトでは、特にWebデザインとHTMLコーディングを専門に担当いたします。Webデザインでは、使いやすく魅力的なユーザーインターフェースを提供し、コーディングではデザインを実現するためのHTMLコーディングを丁寧に行います。また、SEO対策にも配慮し、サイトの検索エンジン最適化に貢献します。",-,-
fukuda,Test1111,Web制作・Webデザイン,ランディングページ (LP) 制作,発注します,当社サイトのランディングページ制作をお願いします。,"55,000",2023,11,3,2023,11,20,弊社のデザイン担当及びコーディング担当スタッフが対応いたします。,"当社は、誇るべき実績と信頼性を持つＥＣサイト制作のリーディングカンパニーです。大手企業300社以上との協力実績や20以上の自治体とのプロジェクトを通じてＥＣサイトの分野で確固たる地位を築いてきました。

強みと実績

大手企業とのパートナーシップ: 当社は大手企業との長年にわたる協力を通じてブランドのオンラインプレゼンスを構築・最適化しビジネスの成功を支えてきました。クライアントからの信頼を築くために、最新のテクノロジーとクリエイティブなアプローチを駆使しています。

自治体との提携: 我々は20以上の自治体と提携し地域社会の発展に貢献しています。ＥＣサイトを通じて地域の事業者やコミュニティがオンラインで成功を収めるお手伝いをしています。

カスタムソリューション: 顧客のニーズに合わせたカスタムＥＣサイトの開発を得意としデザインからコーディング、セキュリティまで包括的なサポートを提供します。お客様のビジョンを実現し成果を最大化するために尽力しています。",-,-
cheers,Test1111,Web制作・Webデザイン,ランディングページ (LP) 制作,発注します,当社サイトのランディングページ制作をお願いします。,"58,000",2023,11,1,2023,11,20,"基本デザインとコーディング: 4万円
レスポンシブデザイン（モバイル対応）:1万8千円
",ホームページからシステム開発まで幅広いITソリューションを提供しており、特にワードプレスを活用した開発において確かな実績を積んでいて国内外のプロジェクトで開発から運営まで10年以上の実績があります。,-,-
smartking,Test1111,Web制作・Webデザイン,ランディングページ (LP) 制作,発注します,当社サイトのランディングページ制作をお願いします。,"62,000",2023,11,1,2023,11,20,"デザインデータ作成: 2万円
HTMLコーディング: 3万円
レスポンシブデザイン（モバイル対応）:1万2千円","Webプログラマーとして、ホームページ制作に関する幅広いスキルを持っております。Webデザインからコーディング、さらにSEO対策まで幅広く対応いたします。在宅ワークも柔軟に対応でき、平日では2～3時間、休日には4時間の作業が可能です。

今回のプロジェクトでは、特にWebデザインとHTMLコーディングを専門に担当いたします。Webデザインでは、使いやすく魅力的なユーザーインターフェースを提供し、コーディングではデザインを実現するためのHTMLコーディングを丁寧に行います。また、SEO対策にも配慮し、サイトの検索エンジン最適化に貢献します。",-,-
smartking,Test1111,Web制作・Webデザイン,HTML・CSSコーディング,発注します,多数のプロジェクトに対応できるフロントエンドディベロッパー募集中！,"180,000",2023,10,15,2023,10,31,リモートワークのみ可能です。平日では2～3時間、休日には4時間の作業が可能です。,"Webプログラマーとして、ホームページ制作に関する幅広いスキルを持っております。Webデザインからコーディング、さらにSEO対策まで幅広く対応いたします。在宅ワークも柔軟に対応でき、平日では2～3時間、休日には4時間の作業が可能です。

今回のプロジェクトでは、特にWebデザインとHTMLコーディングを専門に担当いたします。Webデザインでは、使いやすく魅力的なユーザーインターフェースを提供し、コーディングではデザインを実現するためのHTMLコーディングを丁寧に行います。また、SEO対策にも配慮し、サイトの検索エンジン最適化に貢献します。",-,-
pro_works,Test1111,Web制作・Webデザイン,HTML・CSSコーディング,発注します,多数のプロジェクトに対応できるフロントエンドディベロッパー募集中！,"220,000",2023,11,1,2023,11,20,弊社のコーディング担当スタッフが対応いたします。,"弊社は、幅広いITソリューションを提供する総合的なテクノロジーカンパニーとして、以下の分野で活動しています。

制作開発事業: ウェブサイト、スマートフォンアプリ、基幹システムなどのソフトウェア開発を行い、クライアントのビジネスニーズに合わせたカスタムソリューションを提供しています。最新のテクノロジーを駆使し、効率性とセキュリティを重視したプロジェクトを実施しています。

マーケティング事業: SNS運用からWEB広告まで、オンラインプレゼンスを最大限に活用し、クライアントのブランドを強化し、顧客獲得をサポートしています。戦略的なデジタルマーケティングキャンペーンの設計から実行まで、幅広いマーケティング活動に取り組んでいます。",-,-
cheers,Test1111,Web制作・Webデザイン,CMS構築・WordPress制作・導入,発注します,エステサイトをワードプレスで制作してください,"100,000",2023,10,20,2023,10,30,"基本デザインとコーディング: 8万円
レスポンシブデザイン（モバイル対応）:8万円
SEO対策: 6万円

プロジェクトの詳細:
クライアントの要望に基づいたカスタムデザイン
レスポンシブデザインによるモバイル対応
サイト内のページ数やコンテンツに応じたデザイン
イメージ写真やグラフィックの組み込み
SEO対策（検索エンジン最適化）の実施（オプション）
サイトの運用・保守（オプション）","Webプログラマーとして、ホームページ制作に関する幅広いスキルを持っております。Webデザインからコーディング、さらにSEO対策まで幅広く対応いたします。在宅ワークも柔軟に対応でき、平日では2～3時間、休日には4時間の作業が可能です。

今回のプロジェクトでは、特にWebデザインとHTMLコーディングを専門に担当いたします。Webデザインでは、使いやすく魅力的なユーザーインターフェースを提供し、コーディングではデザインを実現するためのHTMLコーディングを丁寧に行います。また、SEO対策にも配慮し、サイトの検索エンジン最適化に貢献します。",-,-
smartking,Test1111,Web制作・Webデザイン,CMS構築・WordPress制作・導入,発注します,エステサイトをワードプレスで制作してください,"120,000",2023,10,20,2023,10,31,"固定ページ：1万円 x 7ページ
下層ページ：5千円 x 6ページ","ホームページからシステム開発まで幅広いITソリューションを提供しており、
特にワードプレスを活用した開発において確かな実績を積んでいて国内外のプロジェクトで開発から運営まで10年以上の実績があります。",-,-
fukuda,Test1111,Web制作・Webデザイン,CMS構築・WordPress制作・導入,発注します,エステサイトをワードプレスで制作してください,"134,000",2023,10,21,2023,10,31,"固定ページ：12000 x 7ページ
下層ページ：6000 x 6ページ","Webプログラマーとして、ホームページ制作に関する幅広いスキルを持っております。Webデザインからコーディング、さらにSEO対策まで幅広く対応いたします。
Webデザインでは、使いやすく魅力的なユーザーインターフェースを提供し、コーディングではデザインを実現するためのHTMLコーディングを丁寧に行います。
また、SEO対策にも配慮しサイトの検索エンジン最適化に貢献します。",-,-
,,,,,,,,,,,,,"固定ページ：1万4千円 x 7ページ
下層ページ：6千円 x 6ページ
当社女性スタッフによる女性目線重視のデザインを提供することが出来ます。","弊社は、幅広いITソリューションを提供する総合的なテクノロジーカンパニーとして、以下の分野で活動しています。

制作開発事業: ウェブサイト、スマートフォンアプリ、基幹システムなどのソフトウェア開発を行い、クライアントのビジネスニーズに合わせたカスタムソリューションを提供しています。最新のテクノロジーを駆使し、効率性とセキュリティを重視したプロジェクトを実施しています。

マーケティング事業: SNS運用からWEB広告まで、オンラインプレゼンスを最大限に活用し、クライアントのブランドを強化し、顧客獲得をサポートしています。戦略的なデジタルマーケティングキャンペーンの設計から実行まで、幅広いマーケティング活動に取り組んでいます。",,
blueberry,Test1111,Web制作・Webデザイン,バナー作成,発注します,医療機器企業のwebサイトのバナー作成依頼,"40,000",2023,10,16,2023,10,30,"デザイン：2万円
HTMLコーディング：2万円
素材写真をこちらで用意する場合は追加料金でお願いします。","ロゴ、キャラクター、印刷に関わる全てをデザインいたします。
デザイナー歴は20年以上になり、今まで300件以上の実績があります。オーソドックスな正統派デザインから、個性的でユニークな視点のデザインまで幅広くご提案いたします。",-,-
appbee,Test1111,Web制作・Webデザイン,バナー作成,発注します,医療機器企業のwebサイトのバナー作成依頼,"50,000",2023,10,16,2023,10,29,"デザイン：¥20000
HTMLコーディング：¥30000
サイズオプション（複数サイズへの対応可能です。）
","和風アートな墨絵が得意です。
また、各種スポーツなどの躍動感あるイラストや人物以外のアート制作も可能です。",-,-
makedream,Test1111,Web制作・Webデザイン,バナー作成,発注します,医療機器企業のwebサイトのバナー作成依頼,"60,000",2023,10,16,2023,10,31,"デザイン：3万円
HTMLコーディング：3万円
レスポンシブデザイン（モバイル対応です）","人物イラストから動物のイラストまで様々なイラストに対応可能です。
絵柄はアニメ系、デフォルメ・SD、萌え絵など用途に合わせ幅広く描かせていただきます。",-,-
aoi_yamamoto,Test1111,Web制作・Webデザイン,Webサイト運営・保守・HP更新,発注します,【wordpress使える方限定】サイト更新作業,"3,000",2023,10,10,2023,10,31,"当社のサイト運営・更新作業担当のスタッフが対応いたします。
ボリュームのある記事の場合は相談させてください。","当社は東京を中心にした多国籍なプレゼンスを誇りそのネットワークを駆使して国際的なITサービスを提供している企業です。
日本国内外において豊富なプロジェクトを成功させてきた実績が私たちの信頼性と実力を証明しています。
特に名古屋と台湾の拠点を通じてアジア市場に積極的に参入し多様なクライアントに最高品質のITソリューションを提供しています。

私たちの使命は最新のテクノロジーとクリエイティブなアプローチを駆使しクライアントのビジョンを実現するお手伝いをすることです。
お客様との協力を大切にし常に最高のサービスとサポートを提供することをお約束いたします。
",-,-
fukuda,Test1111,Web制作・Webデザイン,Webサイト運営・保守・HP更新,発注します,【wordpress使える方限定】サイト更新作業,"3,200",2023,10,10,2023,10,31,"ワードプレスの扱いに熟知しているスタッフが担当させていただきます。
記事の更新・修正のほかCSS調整なども対応可能です。","当社は、大手企業300社、20自治体以上のＥＣサイト制作を行っています。

当社は誇るべき実績と信頼性を持つＥＣサイト制作のリーディングカンパニーです。
大手企業300社以上との協力実績や20以上の自治体とのプロジェクトを通じてＥＣサイトの分野で確固たる地位を築いてきました。

強みと実績

大手企業とのパートナーシップ: 当社は大手企業との長年にわたる協力を通じてブランドのオンラインプレゼンスを構築・最適化しビジネスの成功を支えてきました。
クライアントからの信頼を築くために、最新のテクノロジーとクリエイティブなアプローチを駆使しています。

自治体との提携: 我々は20以上の自治体と提携し地域社会の発展に貢献しています。
ＥＣサイトを通じて地域の事業者やコミュニティがオンラインで成功を収めるお手伝いをしています。

カスタムソリューション: 顧客のニーズに合わせたカスタムＥＣサイトの開発を得意としデザインからコーディング、セキュリティまで包括的なサポートを提供します。
お客様のビジョンを実現し成果を最大化するために尽力しています。",-,-
smartking,Test1111,Web制作・Webデザイン,Webサイト運営・保守・HP更新,発注します,【wordpress使える方限定】サイト更新作業,"3,000",2023,10,10,2023,10,31," 平日は2～3時間、休日は4時間で在宅ワーク可能。
デザイン変更なども対応いたします。","ホームページ制作のWebプログラマーとして Webデザインやコーディング・SEO対策など対応出来ます。
ワードプレスの操作は熟知していますので運営・更新はお任せください。",-,-
